date,amount_mxn,amount_basis,mdb_gross_sales_mxn,returns_mxn,mdb_net_sales_mxn,journal_sales_mxn,notebook_sales_mxn,mdb_minus_journal_mxn,source_method,source_snapshot,validation_status,notes
2019-10-08,183.00,gross_valid_pos_sales_excluding_cancellations,183.00,0.00,183.00,183.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2019-10-09,286.00,gross_valid_pos_sales_excluding_cancellations,286.00,0.00,286.00,286.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2019-10-10,113.50,gross_valid_pos_sales_excluding_cancellations,113.50,0.00,113.50,113.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2019-10-11,172.00,gross_valid_pos_sales_excluding_cancellations,172.00,0.00,172.00,172.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2019-10-12,158.50,gross_valid_pos_sales_excluding_cancellations,158.50,0.00,158.50,158.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2019-10-13,60.50,gross_valid_pos_sales_excluding_cancellations,60.50,0.00,60.50,60.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2019-10-14,264.00,gross_valid_pos_sales_excluding_cancellations,264.00,0.00,264.00,264.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2019-10-15,115.50,gross_valid_pos_sales_excluding_cancellations,115.50,0.00,115.50,115.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2019-10-16,170.50,gross_valid_pos_sales_excluding_cancellations,170.50,0.00,170.50,170.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2019-10-17,247.00,gross_valid_pos_sales_excluding_cancellations,247.00,0.00,247.00,247.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2019-10-18,60.00,gross_valid_pos_sales_excluding_cancellations,60.00,0.00,60.00,60.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2019-10-20,146.00,gross_valid_pos_sales_excluding_cancellations,146.00,0.00,146.00,146.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2019-10-21,154.00,gross_valid_pos_sales_excluding_cancellations,154.00,0.00,154.00,154.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2019-10-22,255.00,gross_valid_pos_sales_excluding_cancellations,255.00,0.00,255.00,255.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2019-10-23,269.50,gross_valid_pos_sales_excluding_cancellations,269.50,0.00,269.50,269.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
